packet_size,inter_arrival_time,packet_rate,connection_duration,failed_logins,label
515,0.033,126,24,0,normal
1796,0.525,829,4,9,attack
521,0.032,117,16,0,normal
518,0.024,141,20,0,normal
543,0.04,127,15,0,normal
532,0.033,141,16,1,normal
518,0.033,115,21,0,normal
542,0.036,100,23,0,normal
498,0.049,148,23,0,normal
542,0.042,114,16,0,normal
1460,0.692,986,3,14,attack
1525,0.594,813,2,6,attack
490,0.024,140,15,0,normal
514,0.022,110,19,0,normal
538,0.045,111,18,0,normal
1448,0.661,811,1,11,attack
514,0.035,148,17,1,normal
500,0.017,131,15,0,normal
1502,0.452,947,1,10,attack
1471,0.44,959,2,10,attack
516,0.013,135,17,1,normal
530,0.014,124,16,0,normal
501,0.024,101,21,0,normal
495,0.024,114,17,0,normal
513,0.023,108,24,0,normal
485,0.018,110,22,0,normal
519,0.04,149,24,0,normal
493,0.026,139,18,0,normal
533,0.05,115,19,0,normal
516,0.02,103,17,0,normal
537,0.042,147,19,0,normal
482,0.039,123,23,0,normal
507,0.042,131,18,0,normal
1577,0.512,927,4,9,attack
484,0.013,120,23,0,normal
496,0.027,142,16,0,normal
509,0.045,143,15,0,normal
508,0.044,148,24,0,normal
1675,0.695,819,3,14,attack
497,0.028,134,20,0,normal
500,0.017,124,21,0,normal
1527,0.591,985,1,9,attack
524,0.026,127,24,0,normal
1639,0.621,899,1,8,attack
1677,0.453,955,2,14,attack
496,0.035,132,24,0,normal
530,0.016,109,21,0,normal
543,0.048,147,19,0,normal
523,0.017,140,22,0,normal
1538,0.465,838,4,12,attack
1773,0.624,858,3,10,attack
493,0.045,135,24,1,normal
541,0.023,115,21,0,normal
549,0.036,102,22,0,normal
503,0.015,121,20,0,normal
508,0.043,115,20,0,normal
1649,0.603,955,3,14,attack
543,0.04,117,16,0,normal
1402,0.545,841,3,14,attack
502,0.039,147,16,0,normal
508,0.014,109,15,0,normal
549,0.021,115,15,0,normal
532,0.019,135,21,0,normal
494,0.011,145,21,0,normal
491,0.029,142,20,0,normal
1532,0.438,851,1,13,attack
498,0.047,116,20,0,normal
484,0.01,125,15,0,normal
495,0.042,100,23,0,normal
486,0.012,128,16,0,normal
546,0.029,125,19,0,normal
488,0.014,134,20,0,normal
503,0.045,141,17,0,normal
1519,0.555,975,4,7,attack
1696,0.436,896,2,11,attack
1547,0.546,801,4,11,attack
506,0.034,130,18,0,normal
505,0.047,112,21,0,normal
1707,0.663,855,2,6,attack
535,0.025,144,21,0,normal
1420,0.418,925,4,8,attack
537,0.044,102,24,0,normal
485,0.021,105,23,0,normal
499,0.021,105,23,0,normal
483,0.017,130,17,0,normal
544,0.021,129,21,0,normal
500,0.048,147,23,0,normal
529,0.016,116,17,0,normal
539,0.046,143,17,0,normal
503,0.042,113,15,0,normal
501,0.013,103,17,0,normal
543,0.048,116,19,0,normal
488,0.026,102,19,0,normal
1628,0.607,866,4,13,attack
1660,0.629,907,2,5,attack
497,0.048,125,22,0,normal
545,0.03,123,16,1,normal
1603,0.574,902,3,12,attack
535,0.021,118,16,0,normal
512,0.029,113,21,0,normal
546,0.01,142,21,0,normal
544,0.037,107,23,0,normal
534,0.02,127,24,0,normal
507,0.027,135,19,0,normal
1508,0.502,996,2,10,attack
485,0.021,141,19,0,normal
1482,0.467,844,1,7,attack
1406,0.482,937,2,5,attack
1401,0.669,844,3,10,attack
492,0.011,102,20,0,normal
544,0.018,129,19,0,normal
1722,0.581,912,2,9,attack
507,0.033,120,18,0,normal
544,0.031,127,23,0,normal
1596,0.43,907,4,8,attack
490,0.018,113,20,0,normal
1434,0.61,825,4,6,attack
534,0.047,117,22,0,normal
1470,0.512,855,1,9,attack
546,0.034,135,18,0,normal
515,0.01,128,21,0,normal
1724,0.606,927,3,12,attack
499,0.01,118,24,0,normal
504,0.035,119,18,0,normal
543,0.043,120,19,0,normal
547,0.011,124,24,0,normal
531,0.02,137,20,0,normal
1477,0.533,804,2,13,attack
495,0.046,113,15,1,normal
491,0.05,133,24,0,normal
518,0.018,132,18,0,normal
526,0.039,119,20,1,normal
503,0.042,149,17,0,normal
1518,0.452,993,1,5,attack
1417,0.472,977,2,10,attack
1606,0.586,843,3,8,attack
1579,0.523,869,4,14,attack
528,0.046,146,23,0,normal
520,0.047,125,16,0,normal
510,0.047,130,17,0,normal
535,0.021,111,21,0,normal
542,0.032,144,23,0,normal
500,0.024,129,19,0,normal
509,0.05,102,21,1,normal
1793,0.692,953,3,9,attack
503,0.044,141,23,0,normal
485,0.041,104,22,0,normal
544,0.028,102,19,0,normal
1789,0.551,828,2,9,attack
532,0.031,135,16,0,normal
511,0.028,108,23,0,normal
537,0.043,129,18,0,normal
1449,0.492,972,3,5,attack
538,0.03,106,20,0,normal
495,0.041,118,24,0,normal
1508,0.441,955,2,5,attack
508,0.012,100,16,0,normal
547,0.035,105,20,0,normal
509,0.011,149,15,0,normal
528,0.026,144,21,0,normal
521,0.011,135,17,0,normal
523,0.031,103,17,0,normal
1451,0.481,893,4,13,attack
534,0.023,108,24,1,normal
488,0.031,128,18,0,normal
1704,0.676,820,1,8,attack
538,0.041,141,19,0,normal
1554,0.423,936,1,9,attack
484,0.026,123,24,0,normal
522,0.012,110,21,0,normal
486,0.012,130,24,0,normal
496,0.036,101,18,0,normal
495,0.034,125,19,0,normal
491,0.036,143,18,0,normal
525,0.016,114,23,0,normal
1510,0.619,913,3,9,attack
482,0.03,110,24,0,normal
512,0.017,138,16,0,normal
543,0.046,131,20,0,normal
1742,0.691,900,4,6,attack
497,0.016,140,15,0,normal
539,0.023,138,20,0,normal
1590,0.677,819,1,5,attack
482,0.01,134,20,0,normal
508,0.018,116,18,0,normal
508,0.032,122,24,0,normal
512,0.023,139,21,0,normal
496,0.047,121,23,0,normal
1404,0.59,823,2,10,attack
516,0.027,149,23,0,normal
1665,0.633,960,2,10,attack
503,0.032,106,18,0,normal
517,0.026,118,15,0,normal
533,0.023,101,17,0,normal
540,0.031,129,23,0,normal
481,0.01,105,17,0,normal
1659,0.533,809,2,14,attack
530,0.044,107,24,0,normal
488,0.034,133,22,0,normal
528,0.031,128,15,0,normal
489,0.048,149,21,0,normal
505,0.017,110,24,0,normal
517,0.035,117,19,0,normal
497,0.023,126,19,0,normal
1690,0.607,890,1,5,attack
493,0.026,112,15,0,normal
504,0.014,120,21,0,normal
514,0.037,140,20,0,normal
524,0.044,138,24,0,normal
497,0.011,143,20,0,normal
514,0.03,145,18,0,normal
543,0.037,149,20,1,normal
507,0.046,137,23,0,normal
538,0.023,122,17,1,normal
548,0.032,143,24,0,normal
487,0.035,119,23,0,normal
523,0.011,100,22,0,normal
485,0.031,116,22,0,normal
1422,0.533,978,1,6,attack
1511,0.472,847,1,5,attack
497,0.01,148,24,0,normal
534,0.012,142,24,0,normal
513,0.046,103,15,0,normal
505,0.017,125,16,0,normal
548,0.047,108,15,0,normal
1736,0.401,972,2,5,attack
529,0.016,133,24,0,normal
509,0.018,122,16,0,normal
531,0.029,106,23,0,normal
543,0.023,125,21,0,normal
526,0.039,141,17,0,normal
539,0.026,149,23,0,normal
1694,0.686,908,1,13,attack
1405,0.58,997,3,12,attack
1743,0.58,815,1,13,attack
540,0.017,135,15,0,normal
515,0.043,122,23,0,normal
545,0.013,119,23,0,normal
544,0.012,116,17,0,normal
514,0.045,116,17,0,normal
491,0.027,141,18,0,normal
512,0.033,134,22,0,normal
1604,0.482,912,4,6,attack
496,0.026,137,22,0,normal
548,0.041,148,16,0,normal
528,0.043,121,19,0,normal
500,0.021,119,20,0,normal
496,0.016,146,22,0,normal
511,0.012,145,23,0,normal
523,0.014,108,19,1,normal
536,0.031,140,21,1,normal
498,0.014,121,16,0,normal
484,0.021,102,18,0,normal
549,0.043,122,15,0,normal
539,0.023,124,21,0,normal
1419,0.666,969,4,9,attack
545,0.042,114,17,0,normal
482,0.043,137,18,0,normal
509,0.025,113,21,0,normal
529,0.045,102,16,0,normal
523,0.041,108,23,0,normal
1584,0.425,830,1,12,attack
481,0.047,107,17,1,normal
517,0.048,102,23,0,normal
487,0.022,119,20,0,normal
1505,0.625,811,2,11,attack
535,0.034,108,22,0,normal
1691,0.559,959,4,14,attack
502,0.039,109,17,0,normal
1745,0.424,840,2,7,attack
495,0.038,105,19,0,normal
1641,0.68,857,1,12,attack
521,0.044,127,23,0,normal
485,0.024,114,22,0,normal
489,0.034,148,20,0,normal
1561,0.696,806,3,6,attack
497,0.033,111,20,0,normal
487,0.021,119,21,0,normal
1573,0.64,874,2,14,attack
1412,0.476,840,3,12,attack
1572,0.577,898,3,14,attack
1449,0.681,826,1,11,attack
529,0.043,148,18,1,normal
504,0.025,142,17,0,normal
522,0.011,100,19,0,normal
1408,0.461,844,2,11,attack
1732,0.444,950,2,12,attack
520,0.02,148,18,0,normal
503,0.026,112,23,0,normal
494,0.04,130,16,0,normal
481,0.028,112,18,0,normal
511,0.012,121,23,0,normal
494,0.023,133,23,0,normal
482,0.044,135,18,0,normal
492,0.027,112,20,0,normal
504,0.017,133,20,0,normal
538,0.011,135,18,0,normal
490,0.045,147,23,0,normal
1557,0.415,893,2,6,attack
1618,0.536,968,3,11,attack
1710,0.635,877,3,13,attack
493,0.026,105,19,0,normal
547,0.044,103,15,0,normal
548,0.044,103,22,0,normal
1721,0.634,892,3,8,attack
525,0.024,125,17,0,normal
491,0.041,103,18,0,normal
507,0.02,126,15,0,normal
546,0.044,128,22,0,normal
1781,0.453,852,1,7,attack
501,0.034,137,15,0,normal
528,0.034,123,24,0,normal
482,0.023,107,15,0,normal
532,0.04,142,21,0,normal
494,0.024,130,15,0,normal
482,0.044,101,24,0,normal
490,0.025,143,20,0,normal
519,0.021,139,15,0,normal
509,0.012,135,16,0,normal
1498,0.467,922,3,11,attack
508,0.046,141,16,0,normal
495,0.044,129,17,0,normal
1476,0.425,991,4,6,attack
503,0.037,115,15,0,normal
1729,0.635,973,4,13,attack
539,0.026,122,20,0,normal
494,0.042,130,19,0,normal
495,0.035,140,19,0,normal
531,0.033,141,22,0,normal
1449,0.609,917,3,11,attack
491,0.017,108,16,0,normal
501,0.012,119,22,0,normal
543,0.026,122,18,0,normal
486,0.041,118,17,0,normal
1448,0.545,823,2,8,attack
543,0.036,126,21,0,normal
508,0.048,114,22,0,normal
1528,0.592,843,4,9,attack
480,0.048,144,15,0,normal
513,0.017,114,20,0,normal
521,0.046,136,17,0,normal
527,0.03,100,24,0,normal
536,0.046,101,16,0,normal
1526,0.577,873,3,12,attack
1539,0.69,867,1,13,attack
503,0.046,118,23,0,normal
527,0.044,120,17,0,normal
533,0.049,135,24,0,normal
545,0.025,141,20,0,normal
495,0.028,102,22,0,normal
483,0.034,137,23,0,normal
534,0.029,135,18,0,normal
531,0.043,124,16,0,normal
510,0.027,149,22,0,normal
517,0.042,135,21,0,normal
500,0.014,141,16,0,normal
534,0.041,110,16,0,normal
528,0.046,102,18,0,normal
499,0.019,133,24,0,normal
523,0.029,118,20,0,normal
1689,0.615,925,4,12,attack
549,0.046,144,24,0,normal
530,0.049,100,24,0,normal
1537,0.468,947,3,5,attack
544,0.05,147,15,0,normal
530,0.022,104,16,0,normal
483,0.035,112,15,0,normal
1402,0.56,815,4,7,attack
500,0.044,112,17,0,normal
487,0.033,131,24,0,normal
1718,0.404,840,2,12,attack
524,0.011,139,20,0,normal
542,0.047,131,23,0,normal
545,0.017,104,21,1,normal
1694,0.431,926,1,12,attack
530,0.022,138,19,0,normal
489,0.031,129,18,0,normal
509,0.014,119,23,0,normal
1644,0.491,870,3,14,attack
1735,0.528,899,4,8,attack
495,0.023,101,15,0,normal
515,0.01,104,24,0,normal
483,0.019,121,19,0,normal
535,0.017,139,19,0,normal
1631,0.497,907,3,12,attack
497,0.03,134,21,0,normal
1405,0.477,837,2,5,attack
516,0.044,139,18,0,normal
524,0.016,132,20,0,normal
544,0.038,125,16,0,normal
482,0.031,145,15,0,normal
534,0.035,115,17,0,normal
537,0.03,137,24,0,normal
543,0.023,132,15,0,normal
533,0.044,111,21,0,normal
499,0.024,118,22,0,normal
513,0.02,106,15,0,normal
1754,0.469,927,1,6,attack
488,0.019,112,21,0,normal
1494,0.413,856,1,6,attack
511,0.045,136,20,0,normal
517,0.048,141,19,0,normal
508,0.037,116,17,0,normal
545,0.014,123,22,1,normal
487,0.037,122,24,0,normal
502,0.023,124,22,1,normal
545,0.012,102,16,0,normal
1654,0.525,885,4,5,attack
1544,0.562,951,3,8,attack
1540,0.467,844,2,12,attack
1564,0.454,835,4,12,attack
518,0.036,124,19,0,normal
526,0.041,106,16,0,normal
518,0.043,120,24,0,normal
482,0.048,102,16,0,normal
1587,0.419,901,1,6,attack
506,0.011,115,17,0,normal
502,0.028,117,23,0,normal
1700,0.513,970,4,12,attack
499,0.017,132,16,0,normal
1650,0.566,931,4,7,attack
537,0.019,122,17,0,normal
492,0.039,143,17,0,normal
538,0.025,141,15,0,normal
519,0.045,116,16,0,normal
498,0.032,133,18,0,normal
524,0.035,106,15,0,normal
490,0.043,145,17,0,normal
509,0.02,134,23,0,normal
1527,0.43,901,2,7,attack
536,0.026,141,22,0,normal
1718,0.462,985,1,6,attack
510,0.036,140,18,0,normal
500,0.025,147,24,0,normal
532,0.047,127,16,0,normal
515,0.043,123,16,0,normal
540,0.046,102,24,0,normal
538,0.025,100,16,0,normal
536,0.016,126,19,0,normal
495,0.05,115,24,0,normal
511,0.038,134,18,0,normal
518,0.011,125,24,0,normal
523,0.017,128,16,0,normal
503,0.047,117,18,0,normal
1515,0.516,952,2,13,attack
503,0.038,136,19,0,normal
1700,0.419,880,2,6,attack
1517,0.52,856,1,11,attack
530,0.03,149,15,0,normal
527,0.046,143,23,0,normal
484,0.032,109,18,0,normal
510,0.037,146,24,0,normal
534,0.022,115,20,0,normal
506,0.01,149,18,0,normal
1760,0.437,835,1,6,attack
501,0.033,102,21,0,normal
548,0.025,107,22,0,normal
481,0.025,141,19,1,normal
1660,0.572,848,4,6,attack
481,0.032,116,24,0,normal
525,0.016,144,21,0,normal
529,0.023,106,18,0,normal
523,0.034,126,16,0,normal
542,0.024,102,19,0,normal
543,0.034,103,22,0,normal
1505,0.456,907,1,6,attack
508,0.029,105,24,0,normal
498,0.015,105,20,0,normal
500,0.011,117,23,0,normal
1659,0.661,935,3,7,attack
497,0.022,118,20,0,normal
535,0.042,101,19,0,normal
1552,0.671,913,4,8,attack
501,0.015,112,19,0,normal
537,0.031,113,20,0,normal
533,0.027,106,15,0,normal
532,0.016,121,16,0,normal
500,0.039,146,20,0,normal
524,0.046,116,19,0,normal
531,0.036,106,23,0,normal
491,0.026,102,23,0,normal
505,0.023,129,22,0,normal
514,0.037,118,22,0,normal
534,0.011,122,15,0,normal
485,0.049,133,18,0,normal
508,0.032,108,16,1,normal
530,0.044,144,16,0,normal
538,0.031,111,16,0,normal
510,0.049,123,24,0,normal
505,0.042,123,24,0,normal
493,0.039,102,15,0,normal
494,0.011,124,18,0,normal
480,0.037,129,21,0,normal
525,0.048,111,21,0,normal
1606,0.635,820,1,11,attack
508,0.024,134,23,0,normal
507,0.036,123,21,0,normal
1741,0.464,862,1,10,attack
515,0.031,103,21,0,normal
485,0.013,125,19,0,normal
539,0.044,138,17,0,normal
488,0.031,136,15,1,normal
498,0.014,136,24,0,normal
492,0.035,122,24,0,normal
525,0.035,149,23,0,normal
529,0.017,131,19,0,normal
533,0.023,133,15,0,normal
504,0.013,120,15,0,normal
541,0.048,122,15,0,normal
502,0.023,104,19,1,normal
480,0.03,144,23,1,normal
481,0.049,133,19,0,normal
519,0.038,141,22,0,normal
545,0.035,137,15,0,normal
534,0.032,142,22,0,normal
497,0.045,107,21,0,normal
497,0.018,141,18,0,normal
522,0.025,114,23,0,normal
523,0.036,141,22,0,normal
1600,0.672,901,3,8,attack
494,0.02,137,19,0,normal
496,0.027,108,21,0,normal
1458,0.444,946,4,7,attack
517,0.02,114,24,0,normal
1541,0.685,950,2,8,attack
517,0.033,140,15,0,normal
1736,0.653,884,3,9,attack
548,0.018,115,16,0,normal
537,0.029,107,24,0,normal
537,0.047,105,21,0,normal
501,0.048,127,17,1,normal
489,0.02,138,16,0,normal
505,0.043,113,16,0,normal
498,0.016,109,22,0,normal
516,0.033,140,18,0,normal
521,0.033,139,19,0,normal
1779,0.573,848,3,5,attack
1726,0.643,968,3,11,attack
484,0.041,145,21,0,normal
527,0.024,111,16,0,normal
510,0.032,125,23,0,normal
527,0.031,108,18,0,normal
520,0.018,124,22,0,normal
520,0.011,125,19,0,normal
484,0.034,136,19,0,normal
511,0.049,130,22,0,normal
523,0.049,108,19,0,normal
1795,0.579,859,3,8,attack
1525,0.647,898,2,10,attack
483,0.013,137,16,0,normal
494,0.032,114,17,0,normal
481,0.044,126,16,0,normal
500,0.043,110,20,0,normal
1771,0.556,815,1,13,attack
511,0.013,116,15,0,normal
488,0.045,125,17,0,normal
499,0.048,105,22,0,normal
1698,0.455,947,3,9,attack
528,0.014,135,19,0,normal
496,0.04,127,18,0,normal
527,0.046,120,19,0,normal
507,0.018,149,15,0,normal
521,0.01,127,17,0,normal
495,0.032,104,19,0,normal
1586,0.496,868,4,12,attack
484,0.044,112,15,0,normal
496,0.03,108,17,0,normal
1548,0.548,995,2,5,attack
518,0.039,114,21,0,normal
517,0.034,136,20,0,normal
1693,0.621,880,2,6,attack
513,0.014,136,15,0,normal
539,0.026,125,20,0,normal
532,0.043,143,19,0,normal
533,0.012,145,22,0,normal
518,0.021,130,17,0,normal
507,0.033,139,18,0,normal
536,0.03,126,24,0,normal
489,0.012,125,17,0,normal
493,0.05,125,16,0,normal
1545,0.557,997,2,14,attack
1618,0.501,963,2,14,attack
1734,0.581,929,2,13,attack
523,0.032,116,16,0,normal
539,0.047,124,23,0,normal
1439,0.65,842,2,7,attack
517,0.026,125,17,0,normal
510,0.016,106,24,0,normal
537,0.031,128,21,0,normal
1550,0.694,977,3,10,attack
521,0.049,106,20,0,normal
541,0.022,136,22,0,normal
495,0.045,140,18,0,normal
540,0.036,113,23,0,normal
519,0.037,113,22,0,normal
546,0.013,148,15,0,normal
1607,0.655,954,4,8,attack
548,0.031,137,19,0,normal
528,0.044,147,15,1,normal
494,0.047,112,18,0,normal
1477,0.592,928,1,12,attack
1641,0.68,912,1,9,attack
544,0.041,143,20,0,normal
501,0.023,118,17,0,normal
493,0.026,130,19,1,normal
1659,0.694,815,3,8,attack
1411,0.639,975,4,5,attack
515,0.04,132,24,0,normal
529,0.012,108,19,0,normal
538,0.028,102,23,0,normal
501,0.024,113,20,0,normal
511,0.035,146,23,1,normal
501,0.018,129,22,0,normal
505,0.047,126,24,0,normal
1491,0.611,887,3,5,attack
483,0.046,111,20,0,normal
506,0.011,104,16,0,normal
521,0.036,114,17,0,normal
1549,0.48,915,1,5,attack
494,0.048,138,15,0,normal
535,0.048,117,16,0,normal
1421,0.698,946,4,13,attack
543,0.036,125,23,0,normal
542,0.044,134,23,0,normal
1659,0.492,931,2,6,attack
1426,0.669,999,1,14,attack
494,0.046,116,15,0,normal
507,0.023,146,18,0,normal
511,0.047,127,20,0,normal
545,0.023,143,16,0,normal
540,0.014,139,20,0,normal
1788,0.537,835,4,9,attack
523,0.049,140,21,0,normal
510,0.041,101,19,0,normal
1577,0.499,950,4,9,attack
492,0.013,148,16,0,normal
505,0.04,103,19,0,normal
523,0.047,135,15,0,normal
510,0.038,144,24,0,normal
485,0.046,126,22,0,normal
1561,0.568,998,3,5,attack
504,0.042,107,22,0,normal
505,0.047,116,24,0,normal
1407,0.434,803,4,8,attack
1729,0.485,907,1,13,attack
539,0.046,142,22,0,normal
525,0.036,120,18,0,normal
512,0.029,122,18,0,normal
1439,0.676,946,3,8,attack
521,0.015,116,20,0,normal
498,0.038,126,19,0,normal
1646,0.478,971,1,9,attack
541,0.037,124,22,0,normal
1513,0.522,884,1,13,attack
514,0.039,144,20,0,normal
1706,0.596,879,2,10,attack
521,0.049,146,19,0,normal
531,0.03,127,21,0,normal
531,0.027,125,23,0,normal
1653,0.56,828,3,14,attack
544,0.017,124,22,0,normal
491,0.02,149,18,0,normal
523,0.036,101,17,0,normal
533,0.015,105,22,1,normal
493,0.012,147,23,0,normal
509,0.029,147,22,0,normal
523,0.047,147,19,0,normal
541,0.037,123,21,0,normal
539,0.023,129,15,0,normal
542,0.046,123,24,0,normal
1466,0.696,981,1,6,attack
503,0.024,140,21,0,normal
496,0.02,133,17,0,normal
512,0.042,118,17,0,normal
535,0.029,111,18,1,normal
519,0.036,142,15,0,normal
509,0.032,148,24,0,normal
518,0.036,117,22,1,normal
534,0.015,116,15,0,normal
513,0.044,100,16,0,normal
541,0.032,111,21,0,normal
1728,0.612,974,1,14,attack
502,0.045,106,15,0,normal
507,0.017,102,15,0,normal
526,0.012,114,17,0,normal
1617,0.48,923,2,12,attack
538,0.035,147,19,0,normal
488,0.023,139,19,0,normal
507,0.048,124,16,0,normal
519,0.03,108,17,0,normal
1416,0.611,963,2,8,attack
519,0.026,108,15,0,normal
487,0.048,131,19,0,normal
1717,0.497,870,2,8,attack
484,0.017,104,16,0,normal
498,0.048,110,22,1,normal
531,0.038,118,15,0,normal
501,0.04,100,16,0,normal
481,0.035,131,21,0,normal
500,0.035,101,20,0,normal
1638,0.472,993,1,14,attack
492,0.046,128,17,0,normal
521,0.01,110,22,0,normal
505,0.042,121,15,1,normal
494,0.012,143,24,0,normal
497,0.04,108,17,1,normal
540,0.045,124,19,0,normal
1778,0.424,844,4,11,attack
535,0.045,102,16,0,normal
523,0.025,145,22,0,normal
499,0.013,142,23,0,normal
496,0.025,122,20,0,normal
544,0.02,116,18,0,normal
523,0.049,111,19,0,normal
541,0.017,136,17,0,normal
530,0.023,113,16,0,normal
502,0.046,145,19,0,normal
1489,0.555,927,2,11,attack
540,0.019,146,23,0,normal
526,0.012,126,24,0,normal
496,0.016,123,20,0,normal
505,0.048,106,18,0,normal
549,0.034,115,24,0,normal
546,0.05,145,20,0,normal
497,0.024,103,17,0,normal
516,0.015,130,17,0,normal
501,0.017,145,20,0,normal
517,0.012,141,21,0,normal
516,0.045,144,21,0,normal
501,0.021,143,17,0,normal
1574,0.458,974,4,12,attack
1715,0.503,982,4,12,attack
530,0.048,132,15,0,normal
506,0.029,141,20,0,normal
538,0.038,100,23,0,normal
539,0.044,118,17,0,normal
500,0.014,149,21,0,normal
1532,0.425,971,3,10,attack
540,0.019,149,15,0,normal
521,0.047,110,23,0,normal
537,0.018,117,17,0,normal
497,0.028,114,19,0,normal
503,0.046,132,17,0,normal
490,0.021,103,16,0,normal
541,0.049,108,15,0,normal
1560,0.464,934,3,12,attack
494,0.014,127,21,1,normal
531,0.015,122,21,0,normal
535,0.024,107,24,0,normal
521,0.012,118,17,0,normal
1644,0.489,894,1,14,attack
545,0.044,138,22,0,normal
540,0.042,114,24,0,normal
481,0.029,135,16,0,normal
536,0.014,147,23,0,normal
1721,0.546,952,1,8,attack
521,0.043,143,19,0,normal
533,0.036,129,23,0,normal
538,0.016,129,23,0,normal
1686,0.461,866,2,14,attack
1446,0.414,851,1,9,attack
480,0.019,123,22,0,normal
1441,0.44,933,4,5,attack
502,0.046,107,24,0,normal
518,0.016,111,22,1,normal
1438,0.592,893,3,7,attack
526,0.046,139,15,0,normal
511,0.017,107,22,0,normal
548,0.048,127,15,0,normal
518,0.013,145,16,0,normal
541,0.036,132,17,0,normal
529,0.026,117,15,0,normal
1739,0.497,868,3,10,attack
543,0.01,148,16,0,normal
530,0.049,112,21,0,normal
522,0.021,130,19,0,normal
530,0.02,133,17,0,normal
532,0.01,109,22,0,normal
493,0.049,111,20,0,normal
1629,0.448,997,2,11,attack
485,0.044,129,22,1,normal
514,0.01,106,16,0,normal
512,0.046,117,17,0,normal
1442,0.656,914,2,8,attack
544,0.029,135,15,0,normal
523,0.042,101,23,0,normal
527,0.034,143,20,0,normal
547,0.028,101,23,0,normal
541,0.037,124,24,0,normal
1647,0.542,861,1,7,attack
528,0.04,129,24,1,normal
483,0.035,127,20,0,normal
1725,0.581,882,4,5,attack
496,0.019,141,19,0,normal
495,0.021,103,20,0,normal
1760,0.503,913,3,13,attack
495,0.012,120,15,0,normal
525,0.043,137,22,0,normal
1457,0.402,954,1,8,attack
508,0.014,104,16,0,normal
531,0.029,122,24,0,normal
537,0.011,101,24,0,normal
509,0.038,117,21,0,normal
525,0.023,114,23,0,normal
548,0.023,124,21,0,normal
531,0.049,143,24,0,normal
515,0.05,113,24,0,normal
523,0.015,114,17,0,normal
542,0.038,121,19,0,normal
533,0.012,117,24,0,normal
498,0.032,141,22,0,normal
481,0.029,130,21,0,normal
502,0.032,112,18,0,normal
1412,0.52,896,3,7,attack
536,0.029,137,23,0,normal
1678,0.528,806,1,14,attack
547,0.032,107,17,0,normal
508,0.028,106,23,0,normal
481,0.023,118,24,0,normal
487,0.019,130,23,0,normal
547,0.039,126,20,0,normal
500,0.01,137,21,0,normal
526,0.03,144,20,0,normal
518,0.045,109,15,0,normal
497,0.04,137,19,0,normal
484,0.041,133,20,0,normal
532,0.017,120,21,0,normal
1404,0.608,899,1,13,attack
541,0.033,146,20,0,normal
499,0.023,132,18,0,normal
486,0.019,139,24,0,normal
483,0.04,131,24,0,normal
531,0.046,137,24,0,normal
502,0.028,129,18,0,normal
517,0.048,130,19,0,normal
542,0.041,142,16,0,normal
513,0.015,114,19,0,normal
532,0.043,136,15,0,normal
1718,0.631,832,1,11,attack
542,0.047,107,21,0,normal
526,0.015,104,24,0,normal
543,0.017,140,17,0,normal
489,0.027,131,20,0,normal
487,0.011,114,20,0,normal
540,0.017,108,22,0,normal
549,0.024,117,21,0,normal
1656,0.619,913,1,12,attack
498,0.042,115,22,0,normal
483,0.028,101,24,0,normal
1631,0.678,884,4,5,attack
528,0.029,149,16,0,normal
514,0.018,104,22,0,normal
546,0.035,148,22,0,normal
489,0.047,101,23,0,normal
511,0.015,120,17,0,normal
488,0.039,148,16,0,normal
488,0.019,147,18,0,normal
1568,0.464,937,2,9,attack
482,0.025,115,16,0,normal
533,0.042,145,20,0,normal
529,0.025,139,20,0,normal
508,0.048,128,17,0,normal
541,0.016,107,18,0,normal
1769,0.434,801,4,14,attack
481,0.023,103,22,0,normal
502,0.023,128,24,0,normal
540,0.016,110,21,0,normal
509,0.03,102,20,0,normal
516,0.026,111,20,0,normal
536,0.036,144,18,0,normal
493,0.04,126,24,0,normal
500,0.031,141,22,0,normal
515,0.019,110,15,0,normal
493,0.04,112,16,0,normal
504,0.015,119,22,0,normal
546,0.01,101,23,0,normal
1793,0.654,969,2,5,attack
543,0.045,106,21,0,normal
527,0.03,112,21,0,normal
485,0.044,118,21,0,normal
480,0.038,105,19,0,normal
481,0.046,145,20,0,normal
490,0.026,112,24,0,normal
1793,0.607,895,4,5,attack
1727,0.628,974,2,5,attack
545,0.043,109,20,0,normal
530,0.039,137,23,0,normal
541,0.026,142,22,0,normal
545,0.021,101,22,0,normal
501,0.043,136,17,0,normal
539,0.028,146,24,0,normal
520,0.025,135,18,0,normal
532,0.016,140,21,0,normal
486,0.034,136,22,1,normal
1661,0.459,848,4,10,attack
538,0.02,114,19,1,normal
488,0.047,110,18,0,normal
510,0.011,143,21,0,normal
1406,0.687,895,1,11,attack
545,0.045,133,23,0,normal
480,0.02,115,22,0,normal
546,0.039,109,19,0,normal
539,0.045,110,24,0,normal
498,0.024,142,23,0,normal
521,0.049,143,16,0,normal
516,0.05,137,16,0,normal
531,0.025,129,15,1,normal
1683,0.697,815,4,8,attack
509,0.038,136,22,0,normal
489,0.034,105,20,0,normal
1502,0.694,916,2,14,attack
513,0.039,110,18,0,normal
487,0.044,142,17,0,normal
535,0.048,102,16,0,normal
548,0.015,147,18,0,normal
488,0.022,147,24,0,normal
532,0.019,139,24,0,normal
542,0.041,141,17,0,normal
